title,content
National Strategy for Empowerment of Emirati Women,"On 8 March 2015, Her Highness Sheikha Fatima bint Mubarak, Chairwoman of the General Women’s Union (GWU), Supreme Chairwoman of the Family Development Foundation (FDF) and President of the Supreme Council for Motherhood and Childhood, launched the National Strategy for Empowerment of Emirati Women in the UAE for the years 2015-2021. The strategy aims to provide a framework for all federal and local government entities, private sector, as well as social organisations, to set plans that will provide a decent living for women and make them creative in all sustainable and developmental fields. The current plan is an update to an earlier strategy launched by Sheikha Fatima in 2002. It is also seen as a fruit of the cooperation between GWU and other competent organisations at the federal and local levels and social organisations. The strategy is based on analyses of the policies and programmes implemented by various institutions working for women’s empowerment. Workshops were held to discuss the results with partner organisations. The strategy 2015-2021 would be a framework for setting up work plans which would contribute to positioning the UAE among the advanced countries in the area of women empowerment. To read more about women’s empowerment, please visit the ‘Women ’ section . Useful links: 
1) National Strategy to Empower Emirati Women Launched – Gulf News 
2) General Women’s Union . 
"
Online services for youth,"The UAE Government provides specific services for the benefit of the youth. Services range from providing free higher education and scholarships to creating jobs; from nurturing their talent and promoting their overall growth to offering world-class sports facilities. Find links to online services for the youth: 
1) Ministry of education 
2) Ministry of Community Development 
3) Ministry of Economy 
4) Federal Youth Authority 
5) DGOV Academy - TDRA 
6) Dubai Future Academy 
7) NAFIS 
8) General Authority of Sports 
9) Dubai Sports Council 
10) Arab Youth Center . 
"
The National Youth Agenda 2031,"The National Youth Agenda 2031 aims to empower young Emiratis to be role models, regionally and globally, and to increase their contribution to the UAE’s economic and social development. Strategic goals The Agenda has five strategic goals for the Emirati youth. They should be capable to: Main objectives The agenda aims to: 
1) qualify more than 100 young Emiratis to represent the country in global organisations and forums related to priority national sectors 
2) provide 100 per cent suitable career pathways for youth in the labour market 
3) place the UAE among the top 10 countries globally in terms of the quality of life provided to youth 
4) enhance national consciousness among the youth 
5) ensure that Emirati youth are proud of their identity and national affiliation 
6) launch the ‘National Charter for Youth’ 
7) make the UAE the easiest country in the world for young people to access basic services 
8) double the number of projects for youth, in promising and future sectors 
9) double the number of young Emiratis who obtain academic and vocational qualifications that prepare them with future skills and labour market 
10) launch the ‘Honorary Medal for Elite Youth’. 
 Read related news coverage on WAM."
The UAE’s youth sector,"The UAE Government sees young people as its greatest assets; the foundation of the country’s future. In 2016, H. H. Sheikh Mohammed bin Rashid Al Maktoum, Prime Minister and Vice President of the UAE and Ruler of Dubai, committed to putting young people’s needs and desires at the fore, by creating the position of Minister of State for Youth Affairs – a dedicated post that showed the government’s confidence in young people’s capabilities. This enabled the youth to shoulder national responsibilities, innovate and contribute to the welfare of the UAE's community. To achieve its vi sion, the UAE needs the skills, energy, enthusiasm and commitment of the country's young people, and to do that, young people’s voices must be heard, their ideas taken on, and their recommendations implemented at all government levels. The government took seriously the potential advantages of harnessing the ‘youth bulge’ in the UAE and in the region, appointing one of the youngest ministers in the world, nominated by universities from across the country. To place a young person at the helm of such an important government department was a vote of confidence in this generation’s ability to lead effectively."
Interactive Youth Lab,"Interactive Youth Lab is an innovative initiative aimed at activating the role of youth and investing their creative potential in discovering solutions and ideas for the development of government initiatives and the work of the mGovernment sector. The lab aims to enhance the role of young people and their place in decision-making and policy development, all in an interactive way. Students of Khalifa University in Abu Dhabi, members of the Abu Dhabi Youth Council and a distinguished group of Emirati youth participated in this lab which was launched in February 2019 by Telecommunications and Digital Government Regulatory Authority (TDRA)."
Federal Youth Authority,"In 2018, Federal Youth Authority (FYA) was established. It was a startup initiative intended to connect every young person to every branch of government. It followed the principle of ‘Done by Youth, For Youth and With Youth’. This paved the way to make youth strategy and policy, a part of all public and private sectors."
The National Youth Strategy,"The UAE’s National Youth Strategy looks at the five major transitions in a youth’s life in a 20-year span. From ages 15-35, youth transition through these critical stages: FYA invests in youth’s energy, our most valuable resource, by nurturing their character , developing an enabling  environment for their growth and development, and maximising their participation . FYA uses the metaphor of a plant to illustrate their strategy: 
1) Character in young people is like the roots of a tree, it influences everything we do. Every action, attitude and belief we take is first rooted in our character. This means that the attitudes, beliefs and choices of our youth shape our nation and our world. Character matters the most. 
2) The UAE is on a mission to cultivate character in youth that builds on our core values of inclusion, tolerance, family and commitment to excellence. 
3) The stem of the plant is the enabling environment . We provide both, a tangible and intangible environment in terms of physical spaces and enabling government policies for youth. 
4) We believe that when we invest in youth, it is similar to watering the plants and providing them with sunlight and good soil. Youth will participate by sharing their talents and skills back into the country, which will build the foundation for the next 50 years of the UAE’s development. 
"
Policies for youth,"The UAE Government designed many policies to make the youth take part in every sector and at all levels of governance and decision-making, and to infuse them into the national strategy as key stakeholders and actors in the country’s development. Youth Engagement Policy The UAE’s mandate is to institutionalise the whole youth sector. The UAE has made big bets on youth and believes that engaging them is the fundamental component to success in the next 50 years of development. FYA is therefore part of spearheading the Engagement policy to include the voice of the youth in everything we do. Engaging youth means three core things: 
1) Engagement is listening 
2) Engagement is data capturing 
3) Engagement is purposeful, inclusive and puts youth and their input as the core of the country’s development strategy. 
 The UAE engages youth at regional (through the Arab Youth Centre), national and local levels. It engages its youth in all matters, and it can be evidenced in the policies and initiatives below. Emirati Youth Board Membership In June 2019, the UAE Cabinet made it mandatory for federal government entities to include young Emiratis (under 30 years old) in the Boards of Directors of their respective entities . It launched an electronic platform for those interested to register and apply to these boards, and on 3rd February 2020, Cabinet approved the appointment of 33 applicants as members of the Boards of Directors for key federal entities. The young board members serve two to three-year terms and undergo intensive training. They enjoy similar privileges and benefits as other established board members. The new members are expected to provide creative solutions for national issues and to ensure that youth are given opportunities and that their challenges are resolved at every level. Youth Councils In 2017, the UAE government developed Youth Councils as a unique tool to ensure that the youth represent their points of view and needs at all stages of the policy development process. Youth Councils were launched with an aim to nurture young leaders by giving them a key role in decision-making and in the development of policies and projects. They provide a platform for youth to lead projects in their field or their emirate. The ecosystem of the Youth Councils is crucial to implementing and executing the UAE’s National Youth Strategy. There are five Youth Councils which serve as the central form of volunteer governance over many of the Youth initiatives and points of engagement: ● Emirates Youth Council (EYC) ● Local Youth Councils (LYC) ● Global Youth Councils (GYC) ● Inter-Ministerial Councils (IMC) These function as the representative arms of youth across the UAE’s specific ministries. ● Corporate Councils These function as the representative arms of youth across the UAE’s private and public sector enterprises. Youth Participation in Official Delegations policy In February 2020, the UAE approved the 'Youth Participation in Official Delegations' policy, which ensures the representation of young employees in all UAE official delegations. Objectives: 
1) building leaders in the diplomatic field 
2) integrating a youth perspective into the UAE's international delegations 
3) activating the youth's role on a global scale 
4) designing a framework that supports youth representation 
5) Showcasing the character of UAE youth on the international scene 
6) promoting the UAE's soft power and highlighting the government's engagement with youth. 
 The Youth Housing Policy On 2 June 2020, the UAE Cabinet approved the Youth Housing Awareness Policy to raise youth awareness and provide them with a host of information on the various phases of housing construction. The policy requires all young applicants (from 18 to 35 years) to complete a training course on the foundations of housing construction as a main requirement to apply for housing assistance at the local and federal level in the UAE. Federal Youth Authority also developed a ‘ Housing 101 ’ course, which provides instructions on the how to build a house – from conception to construction. View the full list of Youth Policies ."
Youth Initiatives,"Youth Circles Designed by and for the youth, Youth Circles provide two-way dialogues directly between the youth and our government, private sector and global leaders. Youth Circles are affordable, accessible and fully community-led. Organised periodically throughout different global locations, the aim of Youth Circles is to develop practical solutions, innovative ideas and effective policies and tangibly connect Youth to leadership. In Youth Circles, youth share their ideas, needs, challenges and dreams. Leaders listen, hold a dialogue and take action. Each event addresses a specific topic and the young participants try to come up with solutions and ideas through discussions and recommendations. Youth Hubs Youth Hubs are state-of-the-art spaces done by the youth, for the youth. They are collaborative work and convening spaces that connect young people throughout the UAE with the essential resources and ecosystem for growth. The mission of Youth Hub is to provide world-class resources for the youth to explore their purpose in life and pursue their potential and thrive. Resources include both, facilities and courses in various skills designed to bring out their potential. Youth Hubs are located across all the UAE and are open to young people between 15 and 35 years irrespective of whether they are students, employees or entrepreneurs. The first Youth Hub opened in Dubai in September 2017 in order to connect youth in the areas of: 
1) job creation and economic growth 
2) education and lifelong learning 
3) innovation and entrepreneurship 
4) mentoring and partnerships and 
5) health and wellness. 
 There are currently 13 Youth Hubs around the UAE. Each Youth Hub is distinctly designed to serve the youth of that emirate, accommodating their needs and aspirations."
The UAE and Arab youth,"In 2017, the UAE launched the Arab Youth Center (AYC) during the World Government Summit 2017. AYC is a regional youth centre in the UAE that helps to develop youth capabilities and supports innovation and creativity in the Arab world. It implements initiatives across different sectors, and conducts research amongst young Arabs to help decision-makers shape youth-friendly policies. AYC runs over 25 initiatives every year, connecting the youth to industry professionals, opening doors for them in the academic world, helping them build their businesses and much more. For the ninth year in a row, the UAE is the Arab youth's first choice for living, according to the Arab Youth Survey 2020. The UAE recognises the importance of equipping not just its own youth, but also the youth within the region. The success of the region lies in its youth, and the UAE is working closely with young Arabs to make sure their contributions to their countries have a ripple effect across borders and well into the future."
Online services for people of determination,"The UAE Government provides specific services to benefit people of determination. Services range from providing a medical card and rehabilitation to providing monthly social assistance; from providing jobs to translating documents into sign language and providing educational material in Braille. Websites and the online services use simple language and include features such as the option to increase the size of the text, use of vivid colours, text-to-speech software and ALT text in order to be user-friendly for the people of determination. Icons are paired with their associated labels to ensure people of determination know what to expect before clicking on the 'Call to Action' button. 
1) Request for medical card - Emirates Health Services Establishment-EHS 
2) Request for mobile healthcare - EHS 
3) Request a card to indicate that you are a person of determination - Ministry of Community Development 
4) Request a licence to operate a non-government care and rehabilitation centre for people of determination – Ministry of Community Development 
5) Register students of determination  in government care and rehabilitation centres – Ministry of Community Development 
6) Seek recruitment (for people of determination ) – Ministry of Community Development 
7) Apply for Sanad smart card to access services tailored for people of determination by different entities - Community Development Authority (CDA) 
8) Apply for people of determination card in Abu Dhabi - ZHO 
9) Request  an authority to translate documents into sign language – ZHO 
10) Request for educational materials in Braille - ZHO 
11) Plans for People of determination - Etisalat 
12) Request membership in a sports club for people of determination - ZHO 
 Find out a list of digital services for people of determination in Abu Dhabi -TAMM."
The UAE sign language dictionary,"In 2018, the UAE launched the first ‘ Emirati sign language dictionary’ , which seeks to develop and standardise the signs used by people of determination with hearing impairments across the UAE. The dictionary is available online , and it includes 5,000 words for teaching people with hearing difficulties and training sign language translators. The dictionary is in line with Vision 2021 and National Agenda which aim to maintain a cohesive society and promote an inclusive environment that integrates all segments of society. Watch this video in sign language on tips to stay safe from #COVID-19."
Provision under the law,"Federal Law No. 29 of 2006 Concerning the Rights of People with Disabilities , as amended with federal law No. 14 of 2009 (the law) protects the rights of people of determination and guarantees them the right to live with dignity. Discrimination is defined as any segregation, exclusion or restriction due to special needs leading to the damage or denial of recognition of any rights granted by the prevailing legislation in the country or its practice or enjoyment on an equal footing. This way, the UAE strives to empower and promote the social inclusion of all. Dubai’s law on the rights of people of determination Law No. 3 of 2022 on the Rights of People of Determination (people with disabilities) in the Emirate of Dubai seeks to include people of determination in the process of drafting policies and legislations that concern them or may affect their quality of life. The law sets forth their rights and the services that relevant entities should provide them. Services include: 
1) inclusive education at every stage 
2) rehabilitation 
3) inclusive job opportunities in all sectors 
4) healthcare, therapeutic and social services 
5) · other services such as worship, police and legal services. 
 People of determination should have the ability to access data and information through various platforms and be informed about their legal rights. They must have access to banking services and be able to participate in various sports and entertainment programmes, among others. The Law also outlines the tasks and responsibilities of government entities in implementing this law. It also stipulates creating a permanent committee named the ‘Higher Committee to Protect the Rights of People of Determination’. The Committee will be tasked with supervising all affairs concerning people of determination in Dubai, and implementing policies, plans and initiatives aimed at protecting their rights. Read related news coverage on WAM ."
Who are people of determination?,"Under the National Policy for Empowering People with Special Needs , people with special needs or disabilities will be referred to as ‘people of determination’ to recognise their achievements in different fields. As explained on the Abu Dhabi portal, the law defines a person with special needs as someone suffering from a temporary or permanent, full or partial deficiency or infirmity in his physical, sensory, mental, communication, educational or psychological abilities to an extent that limits his possibility of performing the ordinary requirements as people without special needs."
Protection from abuse,"The UAE Cabinet approved a People of Determination Protection from Abuse Policy aiming at protecting the people with special needs from abuse while empowering them, their families and their co-workers to deal with cases of abuse. The Government condemns all forms of abuse and neglect of people of determination. Abuse and neglects involves depriving people of determination of their basic right to care, rehabilitation, medical care, recreation or community integration. It also condemns using such people to get material profits and not spend on them. Related links: 
1) The Cabinet Approves a Policy to Protect People of Determination from Abuse – UAE Cabinet 
2) UAE Cabinet approves policy to protect ‘People of Determination’ – WAM 
"
Social assistance for people of determination,"According to Federal Law No. 2 of 2001 , people of determination (citizens with special needs as known before) are entitled to receive monthly assistance subject to terms as per the existing laws."
New logo for people of determination,"In December 2019, the UAE government introduced a new logo for people of determination , which replaced the old logo. The new logo emphasises that the people of determination are active members of the society and that they are independent, self-determined people who adapt to new environments; thus, easily integrating in various educational, practical and social fields. Additionally, Ministry of Community Development adopted new symbols for each of the disabilities mentioned in the document titled National Classification of Disabilities (PDF, 2.29 MB) ( Arabic only).  The types of logos are as mentioned below: 
1) emotional\psychological disorders 
2) specific learning disorder 
3) attention hyperactive disorder 
4) autism spectrum disorder 
5) communication disorders 
6) intellectual disability. 
 The new logo is in accordance with the UAE National Policy for Empowering People of Determination , which includes several pillars to empower people of determination and recognise their accomplishments in different fields."
Rehabilitation of people of determination,"Article 3 of the Federal Law No. 29 of 2006 Concerning the Rights of People with Disabilities , as amended with federal law No.14 of 2009 (the law) provides: The UAE guarantees people of determination (people with disabilities) the equality and non-discrimination between them and people without disabilities in all legislations as well as economic and social development programmes and policies. Ministry of Community Development has launched the  Harmonization of Disabled Persons  initiative to integrate them into the society. It issues the 'Atheer' card; holders of which are entitled to a variety of services and privileges in the areas of health and housing. They are exempt from fees on vehicle-related services and also get discount on mobile data package. Ministry of Interior's Centers for the rehabilitation and employment for people with special needs, offer training, rehabilitation and employment opportunities with the aim of integrating people of determination into the society. Zayed Higher Organization for People of Determination (ZHO) works as an umbrella for all humanitarian bodies, social services, orphanages, special needs institutions and any future bodies established in Abu Dhabi for such goals. Community Development Authority in Dubai issues Sanad card to Emiratis and expatriate residents of determination. Holders of the Sanad card are entitled to special services and privileges. View a list of government and private centres for people of determination in the UAE. (Available only in Arabic language.) For more information about rehabilitation for people of determination, refer to below links: Abu Dhabi: 
1) Employment for people of determination - TAMM - Abu Dhabi government portal 
2) Empower people of determination -TAMM - Abu Dhabi government portal 
 Dubai: 
1) Noor Dubai 
2) Dubai Autism Center 
3) Dubai Center for Special Needs 
4) Dubai Club for People of Determination 
 Other emirates 
1) Sharjah City for Humanitarian Services 
2) Al Thiqah Club for Handicapped  (Sharjah) 
3) UAQ Ruler allocates land for Rehabilitation Centre for the disabled - WAM news agency website 
 The following associations provide special programmes for people of determination ones: 
1) Emirates Foundation 
2) Tamkeen - Knowledge and Human Development Authority in Dubai 
3) UAE Deaf Association (in Arabic) 
"
The People of Determination Retreat,"The People of Determination Retreat was held in March 2019, as part of the nationwide efforts to mobilise resources in support of the people of determination (people with special needs). Several  Sheikhs, ministers, national figures, people of determination and social specialists participated in the retreat sessions where 31 initiatives and programmes were approved to support the future of this segment of society and ensure their integration across various sectors. The retreat outlined eight tenets to empower people of determination and facilitate their needs at all levels. They are: 
1) sports 
2) quality of life 
3) education and labour 
4) international representation 
5) health 
6) media 
7) Service 
8) culture 
 Read more details about the ‘ People of Determination Retreat’ . Watch this video on the People of Determination Retreat."
Abu Dhabi Comprehensive Strategy for People of Determination 2020-2024,"The Abu Dhabi Comprehensive Strategy for People of Determination 2020-2024 addresses the needs of people of determination in the areas of health, rehabilitation, education, employment, social care and social security, as well as social engagement, sports, culture and tourism. The strategy also focuses on creating an accessible and enabling environment in buildings, facilities, transportation, housing and other services. Overall, the strategy addresses key enablers including quality of services and financial sustainability to support the people of determination and their families within an integrated framework that enables their social participation. The Comprehensive Strategy for People of Determination is in line with the 2030 plan for the social sector, which involves three major components: The strategy will be implemented by six working teams. They are: The Comprehensive Strategy for People of Determination 2020-2024 was launched in September 2020 by Department of Community Development (DCD) in Abu Dhabi, with the participation of over 28 local and federal government entities."
The National Policy for Empowering People of Determination,"As part of its efforts to bring a comprehensive community development, the UAE Government launched a national policy for empowering people of determination. The policy aims to create an inclusive society for them and their families, through services and facilities that accommodate their needs. The UAE Government decided the following: Pillars of the national policy The national policy is based on 6 pillars: For more information: 
1) National Policy to Empower People of Determination (PDF)- Ministry of Community Development 
2) UAE PM launches National Strategy for Empowering People with Disabilities - Emirates News Agency –WAM 
"
Strategic Plan for the Rights of Children with Disabilities 2017-2021,"The UAE Cabinet approved the Strategic Plan for the Rights of Children with Disabilities 2017-2021  (PDF, 2.93 MB, Arabic) to be a key reference for decision makers in the sector for children with special needs and enable such children to enjoy a happy and dignified life. The plan covers all children with disabilities (people of determination) from birth to 18 years of age. Principles of the plan The plan adopts the following principles in dealing with the issues of children’s disabilities: 
1) guaranteeing all children with disabilities the right to enjoy all human rights completely and equally 
2) respecting dignity, independence and freedom of choice of children with disabilities 
3) accepting children with disabilities as a part of human diversity system 
4) · not discriminating and providing equal opportunities to both males and females 
5) bringing their effective engagement and integration in the society 
6) respecting the developing abilities of children with disabilities and their right to keep their identity. 
 Goals of the plan The plan covers the following four strategic goals: 
1) approving and unifying comprehensive definitions about children with disabilities according to international standards as well as principles of the UN convention on rights of persons with disabilities and the UN Convention on the Rights of the Child 
2) including all matters related to children with disabilities in policies, plans and programmes of the UAE 
3) improving the quality of services provided to children with disabilities 
4) enabling children with disabilities, their families and related entities to effectively participate in issues related to them and social development in general. 
 Related links 
1) Sheikha Fatima launches National Strategy for Motherhood and Childhood – WAM 
2) UAE Cabinet unveils first national strategy for children with disabilities – the UAE Cabinet 
3) Sheikha Fatima welcomes adoption of national strategy for motherhood and childhood – WAM 
"
Immigrant workers,"The UAE has ratified major International Labour Organization's conventions r elated to the rights of workers and has adopted numerous laws to protect workers' rights especially in the areas of recruitment, pay, housing and health. Ministry of Human Resources and Emiratisation (MoHRE) launches many awareness campaigns to educate labourers about their rights. One of these campaigns was initiated under the slogan 'Know your rights'. Workers can file a labour complaint to MoHRE through the following channels: 
1) MoHRE’s website 
2) the MoHRE app available on Google Play and App Store 
3) phone 04-665 9999. 
 Both, the employers and the workers can call on the same number to get legal advice. The UAE has introduced a new standard employment contract and requested the employers to abide by fully. This contract is mandatory to finalise the employment procedures and it applies to workers coming from outside and those residing in the UAE, as well. Further, the UAE Government launched new laws that enable workers to move freely between employers. It also reevaluated every aspect of working in the country from recruitment to housing. Reforms are made to ensure that all workers are treated respectfully and able to report instances of maltreatment easily. The UAE has implemented a number of measures to provide protection and assistance specifically to domestic workers. Some of the measures include: 
1) a standard form of contract that specifies the rights and obligations of each party 
2) flexibility for domestic workers to change employers 
3) awareness-raising initiatives to inform domestic workers of their rights. 
 Read more about how the UAE provides a fair job market and protects labour rights."
Domestic workers,"The UAE Government provides specific services for the benefit of domestic workers. Services range from providing dedicated services centres to offering online platform for raising queries and complaints . Federal Decree Law No. 21 of 2023 Amending Certain Provisions of Federal Decree Law No.9 of 2022 Concerning Domestic Workers regulates the recruitment and employment of domestic workers in the UAE. It prohibits the following: 
1) the employment of anyone under the age 18 
2) discrimination on the basis of race, colour, gender, religion and nationality 
3) sexual harassment, whether verbal or physical 
4) forced labour or trafficking 
5) exposure to physical harm 
6) assignment of tasks that are not covered under the contract. 
 Read more about the employment of domestic workers."
The poor,"Those who are financially backward, are eligible to receive monthly social assistance from the Government. Find links to online services for the poor: 
1) Ministry of Community Development 
2) General Authority of Islamic Affairs & Endowments 
3) Zakat Fund 
4) Community Development Authority 
5) Department of Community Development, Abu Dhabi 
6) Department of Social Services, Sharjah. 
 According to Federal Law No. 2 of 2001, monthly assistance is provided to: 
1) Widows 
2) Divorcees 
3) Disabled 
4) Elderly 
5) Orphans 
6) Children from unknown parents 
7) Medically unfit persons 
8) Married students 
9) Families of prisoners 
10) Financially unfit 
11) Abandoned women 
12) UAE national females married to expatriate husbands who cannot earn a living for reasons beyond their control. 
 Read about social welfare programmes in the UAE. The UAE provides high-quality education and plenty of job opportunities in the knowledge-driven economy of the UAE. It undertakes many efforts to maintain the standard of high-quality education and provide a fair job market. It ensures that citizens and residents are capable of earning a decent livelihood and enjoy quality life in the UAE. The UAE aim s to promote an inclusive environment that integrates all segments of society while preserving the UAE's unique culture, heritage and traditions and reinforces social and family cohesion. Read more about how the UAE reduces poverty through education, jobs, social support and financing businesses. Read the UN's 2030 Agenda for more information on how the UAE supports and cares for its society."
Provisions of the Sharia law,"Islamic marriages are conducted according to the Sharia provisions, which apply in the following cases, regardless of nationality: 
1) where both the groom and the bride are Muslims 
2) where the groom is Muslim and the bride is from 'Ahl Al-Kitaab'; such as Christian. 
 While the law permits a Muslim man to marry a non-Muslim woman, it does not allow a Muslim woman to marry a non-Muslim man without proof of his conversion to Islam. Polygamy is allowed as per the UAE's law. A Muslim male may have four wives, provided he offers equal sustenance and equal treatment to all. Key legal requirements for Muslim marriages Here are the key legal requirements for Muslim marriages: 
1) Marriage contract needs to be registered in a Sharia court in the UAE. 
2) Legal age for marriage is 18 Hijri years; otherwise, the judge's approval is required. 
3) A spouse's age should not be twice the other; otherwise, the judge's approval is sought. 
4) A premarital screening certificate is needed. 
5) Attendance of the couple is required. 
6) Attendance of the bride's father or his proxy and two male Muslim witnesses are required. 
7) For a woman to get married, she needs the consent of her guardian. 
8) In case of father's death, the presence of the next closest male guardian i.e. closest kin such as elder brother is required. 
9) Divorced and widowed women must produce a proof of the status. 
10) If the bride is Muslim and her father is not, she needs a 'No Objection' letter from her embassy or consulate. 
 Denial of marriage Based on the medical screening certificate, application for marriage may be denied if one of the parties suffers from a: 
1) genetically inherited blood disease 
2) transferable disease. 
 Entities responsible for concluding Islamic marriages Islamic marriages are conducted by UAE Judicial departments and Sharia courts or through the services of authorised marriage officers (Mazoons) in each emirate. Maximum dowry (Mahr) in the marriage contracts According to Federal Law No. 21 of 1997 on Fixing the Dowry in the Contract of Marriage and Its Expenses, the advance dowry in Islamic marriage may not exceed AED 20,000 and the deferred dowry may not exceed AED 30,000."
Special cases and provisions,"For all UAE nationals 
1) AED 50, 000 is the maximum dowry limit for UAE nationals. AED 20,000 is paid in advance. 
2) National males who are members of Armed Forces or employees of Ministry of Foreign Affairs and Police and wish to marry expatriates should first obtain a special permission from their employers. 
3) Ajman nationals must obtain the approval of the Sharia Court of Ajman, if marrying a woman other than from GCC countries. 
 For Emirati women marrying expatriate men When an Emirati woman wishes to marry an expatriate man, she should obtain: 
1) consent from her parents/guardian 
2) permit from her employer if she is working in the Armed Forces. 
 Note that the nationality of the Emirati woman should not have been obtained by dependency. In addition, the prospective groom 
1) must not be stateless 
2) must be a legitimate resident of the UAE 
3) must obtain a certificate of good conduct issued from the UAE. 
 For GCC nationals and citizens of other Islamic countries 
1) Citizens of the Kingdom of Saudi Arabia and Bahrain wishing to marry a person of nationality other than theirs must obtain the approval of their respective countries. 
2) A Yemeni woman wishing to marry a man of different nationality must obtain consent from her country. 
"
Marriage grant - encouraging Emiratis to marry Emiratis,"The UAE Government aims to build and maintain a stable and consolidated Emirati family and to fortify the Emirati social and demographic structure, by encouraging Emirati men to marry Emirati women. In this regard, the UAE established  Marriage Fund  under Federal Law No. 47 of 1992, complementing and integrating with the social policy set up by late Sheikh Zayed Bin Sultan Al Nahyan, the Founding President of the UAE. In 2016, the entity Marriage Fund was dissolved and its scope was brought under Ministry of Community Development (MoCD). The role of Marriage Fund is with the Marriage Grant Department of MoCD. The Marriage Grant Department in Ministry of Community Development receives marriage grant applications from UAE citizens and offers the grants to deserving Emiratis according to its set criteria. Provisions for obtaining a marriage grant Marriage grant is governed by the Cabinet Resolution No. 5 of 2017 regarding terms, legalisation and procedures for the settlement of marriage funds (PDF, 400 KB, the resolution is available only in Arabic). According to the resolution, an Emirati couple who meets certain criteria are eligible to receive AED 70,000 from the government, paid in one instalment. Marriage grant applies to lower-income Emiratis and those on social welfare. For the applicant to be eligible for the fund, there are certain requirements, which include: 
1) The groom and bride must be UAE nationals 
2) Age of the groom must not be less than 21 and that of the bride must not be less than 18 
3) This should be the groom’s first wedding (an exception can be made if he is remarrying because of the death of his wife from his first marriage) 
4) The net monthly income of the groom should not exceed AED 25,000 after deducting pension and housing allowances, if any. 
 Where to apply for a marriage grant? Emiratis may apply for marriage grant through the website of the Ministry of Community Development. Besides the Marriage Fund, there are entities in each emirate that provide services such as: 
1) Finding a match 
2) Providing community centres and majlis venues for wedding ceremonies 
3) Providing counselling before and after the marriage 
 Read more about marriage and family-related services on the websites of: 
1) Family Development Foundation - Abu Dhabi 
2) Community Development Authority - Dubai 
 Bunyan card Dubai Municipality launched the Bunyan card under the theme ‘We build happiness for a better life’ for UAE citizens aged 18 years and above. The card provides citizens with discounts and offers on furniture to meet their needs of building materials and home furnishings at reduced price, thus providing them with good financial savings. A citizen can get the Bunyan card from Dubai Municipality centres at Al Tawar, Al Kafaf  and Hatta."
The UAE’s family law for non-Muslims,"‘Federal Decree Law No. 41 of 2022 on Civil Personal Status for Non-Muslims ’ regulates family affairs of non-Muslim residents of the UAE. It also provides non-Muslim residents the option to follow the laws of their home country or select alternative personal status laws in effect in the UAE over the provisions of this Decree Law. The Decree Law covers family matters related to marriage, divorce, inheritance and child custody. It sets out the requirements and procedures for getting married and registering the marriage with the competent courts. It outlines the procedures for divorce which can be initiated jointly or singly. It organises the procedures for settling the financial claims after divorce, and the arrangement of joint custody of the children. It organises the procedures for inheritance, wills and proofs of paternity. The Decree-Law took effect on 1 February 2023. The Decree Law does not apply to Muslims, as ‘Sharia’ or Islamic laws govern family matters of Muslims. Refer to Ministry of Justice and Dubai Courts for more information about the personal status law for non-Muslims. Read about personal status matters for non-Muslims in Abu Dhabi . Read related news coverage on WAM. Related eServices: 
1) Conduct a legal or civil marriage contract - Dubai courts . 
"
Civil marriage in Abu Dhabi,"In 2021, in accordance with Abu Dhabi Law No. 14 of 2021 Regarding Civil Marriage and Its Effects (as amended), the Abu Dhabi Civil Marriage Service was established. What is a civil marriage? A civil marriage is a lawful union of a man and woman, solemnized as a civil contract. It a regulated by Article 4 and 5 of the Law and is based on secular rules. Couples are not required to have a pre-marital screening test and do not need permission of the wife’s father or guardian. Who can get married in the Abu Dhabi Civil Family Court? It is possible for anyone to get married, regardless of nationality or religion. The only exemption is a UAE national who is Muslim. It is also important to note that tourists can get married at the Abu Dhabi Civil Family Court. What are the requirements to get married at the Abu Dhabi Civil Family Court? How can you submit an application for a civil marriage? What are the required documents? What is the difference between the regular and express marriage service? In contrast, the express service costs AED 2,500 and the application will be fast tracked and processed within 1 working day. The couple can then choose the specific time and date for the marriage ceremony in line with the Court’s opening hours. This is the most suitable option for couples who want to get married quickly or on a specific date. What happens at the marriage ceremony? The court will confirm the marriage ceremony date and time by email. On the scheduled date, the couple should attend the ADJD main court building through Gate 5 and present the ceremony confirmation to the security at the entrance. They should then make their way to the Abu Dhabi Civil Marriage Section. The couple will then be asked to provide a physical copy of their ID document (either Emirates ID or Passport) and will need to check that the details on the draft marriage certificate are correct. They will then be taken to the ceremony room. During the ceremony, a marriage notary will be present and the vows will be read to the couples in a pre-recorded voiceover, which is available in 7 different languages. If the couple require a language other than English, they should inform the Court in advance of the ceremony so the relevant arrangements can be made. The couples can bring as many guests with them as they like, although witnesses are not required as the notary public officer acts as a witness to the ceremony. The couples can also bring a photographer and videographer if they wish to record their special day and can choose to exchange rings and their own vows. At the end of the ceremony, both parties will be required to sign the marriage certificate. What action should be taken after the marriage certificate has been issued? There is no further action to take once the marriage certificate has been issued. However, most couples choose to get the certificate attested by the Ministry of Foreign Affairs.  For more information, please visit the website of Ministry of Foreign Affairs . To find out more information about the Abu Dhabi Civil Marriage Service, you can send an email to civilfamilycourt@adjd.gov.ae or visit the Judicial Department website."
